JobTitle,Location,Industry,Employment Type,seniorityLevel,JobFunction,CompanyName,JobPostedon
Call Center Associate I Customer Contact Center Fulltime Job,Eau Claire; WI; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Customer Service. Information Technology,Xcel Energy,9/1/17
HR Inclusion & Engagement Intern Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Temporary,Not Applicable,Education. Training,Xcel Energy,14-08-17
Case Specialist Job,Amarillo; TX; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Legal,Xcel Energy,24-08-17
Senior Technical Instructor Electrical Maintenance Job,Welch; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Human Resources,Xcel Energy,15-08-17
Journeyman Lineman General Interest TX & NM Job,Amarillo; TX; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,16-07-17
Senior Performance Analyst AMI Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Business Development. Sales,Xcel Energy,28-08-17
Journeyman Electrician Job,Maple Grove; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,9/1/17
Supervisor Technical Distribution Design Job,Fort Collins; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,8/8/17
Senior Planner Buyer Job,Maple Grove; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Other,Xcel Energy,24-08-17
Regulatory Consultant CIP/DSM Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Sales. Business Development,Xcel Energy,8/7/17
Electric Meter Technician II Job,Faribault; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Engineering. Information Technology,Xcel Energy,16-07-17
Journeyman Lineman Job,Boulder; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,24-07-17
Lead Warehouseman Job,Saint Paul; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Other,Xcel Energy,28-08-17
Project Manager I Enterprise Transformation Office Job,Minneapolis; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Project Management. Information Technology,Xcel Energy,31-08-17
Security Risk Analyst Job,Minneapolis; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Finance. Sales,Xcel Energy,28-08-17
Gas Operations Manager Job,Fort Collins; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,8/1/17
Specialty Designer I Denver CO Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Design. Art/Creative. Information Technology,Xcel Energy,20-07-17
Journeyman Lineman Eau Claire WI Job,Eau Claire; WI; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,16-07-17
Operations Program Manager Job,Arvada; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Project Management. Information Technology,Xcel Energy,25-08-17
Damage Prevention Intern Job,Saint Paul; MN; US,Construction. Oil & Energy. Utilities,Internship,Not Applicable,Education. Training,Xcel Energy,14-07-17
Regulatory Administrator Job,Amarillo; TX; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Information Technology,Xcel Energy,24-08-17
Senior IT Business Liaison Finance Job,Minneapolis; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Information Technology,Xcel Energy,8/3/17
Technical Instructor/Senior Technical Instructor Job,Amarillo; TX; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Information Technology,Xcel Energy,8/7/17
Roustabout Thereafter Job,Silverthorne; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Other,Xcel Energy,20-07-17
Quantitative Analyst Intern Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Temporary,Not Applicable,Finance. Sales,Xcel Energy,21-07-17
Gas and Electric Operations Manager Job,Sterling; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,8/1/17
Systems Analyst Job,Minneapolis; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Information Technology,Xcel Energy,25-07-17
Veteran General Interest Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Other,Xcel Energy,7/12/17
Operations Supervisor Electric and Gas Job,Red Wing; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,24-08-17
System Protection Technician Specialist Job,Rifle; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Engineering. Information Technology,Xcel Energy,16-07-17
Audit Manager Job,Minneapolis; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Accounting/Auditing. Finance,Xcel Energy,23-08-17
Mechanic Technician Apprentice Job,Chippewa Falls; WI; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,27-07-17
Electrical Equipment Tester Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Engineering. Information Technology,Xcel Energy,16-07-17
Service Fitter A Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,8/8/17
Mechanic Specialist Job,Hayden; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,15-07-17
Production Specialist I Power Plant Amarillo TX Job,Amarillo; TX; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,7/12/17
Journeyman Lineman and Troubleman Lineman General Interest Job,Denver; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,16-07-17
Lineman Journeyman Serviceman Plainview TX Job,Plainview; TX; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,7/1/17
Journeyman Lineman Job,Greeley; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,8/2/17
Journeyman Lineman Job,Arvada; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,16-07-17
System Protection Technician Specialist Job,Golden; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Engineering. Information Technology,Xcel Energy,16-07-17
Senior System Analyst Job,Minneapolis; MN; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Engineering. Information Technology,Xcel Energy,22-08-17
Journeyman Lineman Job,Silverthorne; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,16-07-17
Rotating Fleet Technician II Job,La Crosse; WI; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Engineering. Information Technology,Xcel Energy,8/9/17
Journeyman Lineman Job,Sterling; CO; US,Construction. Oil & Energy. Utilities,Full-time,Not Applicable,Management. Manufacturing,Xcel Energy,16-07-17
Report Writer,Fort St John; British Columbia; Canada,Oil & Energy,Full-time,Mid-Senior level,Business Development. Engineering. Writing/Editing,Corrpro Canada,23-08-17
Purchasing Manager,Edmonton; Canada Area,Oil & Energy. Construction. Electrical/Electronic Manufacturing,Full-time,Mid-Senior level,Purchasing. Management,Corrpro Canada,24-08-17
Construction Project Manager,Fort St John; British Columbia; Canada,Oil & Energy,Full-time,Mid-Senior level,Production. Business Development. Management,Corrpro Canada,23-08-17
Purchasing Administrator,Edmonton; Canada Area,Oil & Energy,Temporary,Associate,Administrative. Purchasing,Corrpro Canada,8/9/17
Seasonal Equipment Operator,Edmonton; Alberta; Canada,Oil & Energy,Temporary,Mid-Senior level,Production,Corrpro Canada,23-08-17
Materials Handler Temporary,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,8/2/17
Intermediate Assembly Technician Temporary,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,25-07-17
Intermediate Material Handler Temporary,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,26-07-17
Inside Sales Representative,Montreal; Canada Area,Oil & Energy. Construction,Full-time,Associate,Sales,Corrpro Canada,29-08-17
Corrosion Engineer EIT,Calgary; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Corrpro Canada,22-08-17
Administrative Assistant,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Administrative,Corrpro Canada,7/7/17
Quality Control Technician,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Quality Assurance,Corrpro Canada,8/2/17
Corrosion Technicians / Technologists Experienced,Vancouver; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Corrpro Canada,25-07-17
Labourer / 1A Driver,Regina; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Other,Corrpro Canada,8/3/17
Grader Operator,Regina; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Research. Analyst. Information Technology,Corrpro Canada,6/3/17
Temporary Electronic Technician Test Room,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Engineering. Information Technology,Corrpro Canada,20-07-17
Temporary Construction Labourer,Regina; CA,Construction. Civil Engineering. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,8/12/17
Journalier/ Field Labourer,Dorval; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Corrpro Canada,8/4/17
Material Handler Warehouse Stock Room,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,17-07-17
Equipment Operator,Saskatoon; CA,Construction. Civil Engineering. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,15-08-17
Construction Labourer,Regina; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,27-07-17
Material Handler,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,8/2/17
Temporary Labourer / 1A Driver,Regina; CA,Construction. Civil Engineering. Oil & Energy,Temporary,Entry level,Other,Corrpro Canada,8/10/17
Building Maintenance Technician,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,23-06-17
Temporary Purchaser,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Purchasing. Supply Chain,Corrpro Canada,8/6/17
Assembly Technician Temporary,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,18-07-17
Field Technician,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Engineering. Information Technology,Corrpro Canada,31-08-17
Temporary Equipment Operator,Regina; CA,Construction. Civil Engineering. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,8/11/17
Inside Sales,Dorval; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Sales. Business Development,Corrpro Canada,30-08-17
Warehouse Assembly Technician Temporary,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,8/7/17
Senior Corrosion Technician,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Associate,Information Technology,Corrpro Canada,8/8/17
Construction Labourer Seasonal,Edmonton; CA,Construction. Civil Engineering. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,29-08-17
Project Manager/ Gerant de Projet,Dorval; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Executive,Business Development. Sales,Corrpro Canada,16-08-17
Pipeline Inspection Technicians,Vancouver; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Associate,Management. Manufacturing,Corrpro Canada,25-07-17
Warehouseperson Temporary,Edmonton; CA,Construction. Civil Engineering. Oil & Energy,Temporary,Not Applicable,Other,Corrpro Canada,8/7/17
Manufacturing Superintendent,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Mid-Senior level,Engineering. Information Technology,Corrpro Canada,8/9/17
Purchasing Manager,Edmonton; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Mid-Senior level,Purchasing. Supply Chain,Corrpro Canada,22-08-17
Labourer / 1A Driver,Estevan; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Corrpro Canada,4/12/17
Labourer / 1A Driver,North Battleford; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Corrpro Canada,4/12/17
Labourer / 1A Driver,Moose Jaw; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Corrpro Canada,4/12/17
Construction Labourer,Saskatoon; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,4/12/17
Construction Labourer,North Battleford; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,4/12/17
Purchasing Administrator,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Purchasing. Supply Chain,Corrpro Canada,8/10/17
Equipment Operator,Estevan; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,4/12/17
Equipment Operator,Moose Jaw; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,4/12/17
Construction Labourer,Moose Jaw; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,4/12/17
Grader Operator,Estevan; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Research. Analyst. Information Technology,Corrpro Canada,6/3/17
Equipment Operator,North Battleford; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,4/12/17
Equipment Operator,Regina; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,16-06-17
Grader Operator,Saskatoon; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Research. Analyst. Information Technology,Corrpro Canada,6/3/17
Equipment Operator,Calgary; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Temporary,Entry level,Management. Manufacturing,Corrpro Canada,31-07-17
Construction Labourer,Estevan; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,4/12/17
Construction Labourer,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,6/4/17
Equipment Operator,Edmonton; CA,Electrical/Electronic Manufacturing. Construction. Oil & Energy,Full-time,Entry level,Management. Manufacturing,Corrpro Canada,30-07-17
Journalier/ Field Labourer,Dorval; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Corrpro Canada,30-08-17
Grader Operator,Moose Jaw; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Research. Analyst. Information Technology,Corrpro Canada,6/3/17
Journalier/ Field Labourer,Dorval; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Corrpro Canada,7/4/17
Labourer / 1A Driver,Saskatoon; CA,Construction. Civil Engineering. Oil & Energy,Full-time,Entry level,Other,Corrpro Canada,4/12/17
Principal Specialist Electrical Engineer,Khobar; SA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Project Management. Information Technology,WorleyParsons,8/8/17
Principal Mechanical EngineerHydraulics,Dubai; AE,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,22-08-17
Cost Control Engineer,Al A?madi; KW,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,14-08-17
Sr. Piping Engineer,Atyrau; KZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,22-07-17
Lead Pipeline Engineer,Khobar; SA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,9/1/17
HR Advisor Payroll,Singapore; SG,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Human Resources,WorleyParsons,8/8/17
SmartPlant Instrumentation SPI Administrator,Khobar; SA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,8/10/17
Construction Manager,Tengiz; KZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,8/12/17
Lead Piping and Layout Engineer,Doha; QA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,14-08-17
Senior HV Testing and Protection Engineer,Atyrau; KZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Quality Assurance,WorleyParsons,22-07-17
Sr. Civil Structural Engineer,Atyrau; KZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,22-07-17
Senior Mechanical / Piping Designer,Khobar; SA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,8/8/17
Senior Instrumentation and Control Designer,Khobar; SA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Design. Art/Creative. Information Technology,WorleyParsons,8/8/17
Senior Electrical Designer,Khobar; SA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,8/8/17
Senior Substation Engineer Civil/Structural,Vancouver; WA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,9/5/17
Intermediate Structural Designer,Sarnia; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,18-08-17
Construction Mechanical Engineer,Al A?madi; KW,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,30-08-17
Principal Specialist Instrumentation and Controls Engineering,Khobar; SA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Project Management. Information Technology,WorleyParsons,8/8/17
Senior Structural Designer,Khobar; SA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,8/8/17
Sr. Piping Designer,Atyrau; KZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,22-07-17
Plant Operating Engineer,Los Angeles; CA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,8/9/17
Senior Electrical Engineer,Billings; MT; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,30-08-17
Office Services Administrator / Receptionist _研 Staff Hire,Manchester; GB,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Administrative,WorleyParsons,25-08-17
Senior Electrical Designer Protection & Controls,Orlando; FL; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,19-08-17
Junior Instrument & Control Engineer,Markham; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,28-08-17
Junior Piping Engineer _研 Stress Analysis,Sarnia; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,17-08-17
Structural Substation Engineer II,Reading; PA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,17-08-17
Intermediate Piping Engineer _研 Stress Analysis,Sarnia; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,17-08-17
Structural Substation Designer II,Reading; PA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,23-08-17
FP&A Analyst/Finance Business Partner Nothern Operations UK and Germany,London; GB,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Finance. Sales,WorleyParsons,22-08-17
Electrical Designer Level II Power Group,Reading; PA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,24-08-17
Graduate Electrical/I&C Engineer Power Group,Atlanta; GA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,15-08-17
Senior Rotating Equipment Engineer,Sarnia; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,18-08-17
Mobility Coordinator 1 year FTC Flexible Location,London; GB,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Other,WorleyParsons,25-08-17
Manager of Projects Power Networks,Iselin; NJ; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Project Management. Information Technology,WorleyParsons,21-08-17
PMC Piping Engineer Cairo,Cairo; EG,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,27-06-17
Active Directory and Exchange Administrator,London; GB,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Information Technology,WorleyParsons,18-08-17
Internal Audit Analyst Data Analyst,Melbourne; AU,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Finance. Sales,WorleyParsons,9/5/17
Senior Maintenance Technician,Los Angeles; CA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,31-08-17
Project Accountant,Brisbane; AU,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,8/10/17
Sr. Protection & Controls Engineer Power Networks,Reading; PA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,22-07-17
Senior Electrical Designer Wiring Design Power Networks,Reading; PA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,23-08-17
Engineering Manager Power Networks,Reading; PA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,22-07-17
2D Civil & Structural Designer AutoCAD and Microstation _研 Brownfield Chemicals/Oil and Gas Projects Agency Hire,Manchester; GB,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,9/5/17
Internal Audit Manager EMEA,London; GB,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,30-08-17
Senior Project Planner,PortofSpain; TT,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,17-08-17
Senior General Ledgar Analyst Americas Payroll,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Information Technology,WorleyParsons,17-08-17
Resource Planner,Houston; TX; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Other,WorleyParsons,15-08-17
Knowledge Management Implementation Manager,Singapore; SG,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Project Management. Information Technology,WorleyParsons,22-08-17
Electrical Designer Power Networks,Reading; PA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,22-07-17
Project Manager,Baku; AZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Project Management. Information Technology,WorleyParsons,13-08-17
Lead Engineer Mechanical & Piping,Baku; AZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,30-08-17
Rotating Equipment Engineer II Compressors,Monrovia; CA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,22-08-17
Accounting Manager,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,17-08-17
General Ledgar Analyst Cash Management Night Shift,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Finance. Sales,WorleyParsons,17-08-17
Senior IT Implementation Lead,Toronto; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Information Technology,WorleyParsons,29-08-17
Minerals Metals & Chemicals Director,Brisbane; AU,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management,WorleyParsons,28-08-17
Manager Project Controls,Macon; GA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,9/3/17
Senior Rotating Equipment Engineer Compressors,Monrovia; CA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,23-08-17
General Ledgar Analyst APAC,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Other,WorleyParsons,17-08-17
Senior General Ledgar Analyst APAC,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Information Technology,WorleyParsons,17-08-17
Manager Accounting,Houston; TX; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,23-08-17
Combined Cycle Plant Operator,Houston; TX; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,21-07-17
Senior Project Engineer,Baku; AZ,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Management. Manufacturing,WorleyParsons,22-07-17
Senior Instrumentation Engineer,Markham; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,28-07-17
Graduate Analyst Order To Cash,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Business Development. Sales,WorleyParsons,17-08-17
Senior Statutory Accountant,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Accounting/Auditing. Finance,WorleyParsons,27-06-17
Regional Manager Talent Management and Development,Houston; TX; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Human Resources,WorleyParsons,22-07-17
Junior Electrical Engineer,Markham; CA,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,9/1/17
Principal Structural Engineer,Houston; TX; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,30-08-17
Electrical Designer Level II Wiring Design Power Networks,Reading; PA; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Engineering. Information Technology,WorleyParsons,23-08-17
General Ledger Analyst,Kuala Lumpur; MY,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Other,WorleyParsons,27-06-17
Communications Manager,Houston; TX; US,Construction. Information Technology and Services. Oil & Energy,Full-time,Not Applicable,Marketing. Public Relations. Writing/Editing,WorleyParsons,27-06-17
